NOMBRE;NUMEROCAMISETA;POSICION;NACIONALIDAD;EDAD;NOMBREEQUIPO;PIERNAHABIL;ALTURA;GOLES;PARTIDOSJUGADOS;ASISTENCIAS;REGATES;PORTERIASACERO;PARADAS;GOLESENCAJADOS;VALORDEMERCADO
Jessic Ngankam;29;DELANTERO;Alemania;24;Eintracht Frankfurt;DERECHA;182;1;10;0;3;0;0;0;5.0
Djibril Sow;8;CENTROCAMPISTA;Suiza;27;Eintracht Frankfurt;DERECHA;180;2;25;2;15;0;0;0;12.0
Evan Ndicka;2;DEFENSA;Francia;25;Eintracht Frankfurt;IZQUIERDA;192;1;30;1;5;0;0;0;30.0
Sebastian Rode;17;CENTROCAMPISTA;Alemania;34;Eintracht Frankfurt;DERECHA;179;0;15;1;3;0;0;0;1.5
Ansgar Knauff;36;DELANTERO;Alemania;22;Eintracht Frankfurt;DERECHA;180;3;30;4;30;0;0;0;15.0
Tuta;35;DEFENSA;Brasil;25;Eintracht Frankfurt;DERECHA;184;1;35;0;5;0;0;0;18.0
Lucas Alario;9;DELANTERO;Argentina;32;Eintracht Frankfurt;DERECHA;184;1;10;0;2;0;0;0;2.0
Fares Chaibi;26;CENTROCAMPISTA;Argelia;22;Eintracht Frankfurt;IZQUIERDA;180;2;30;5;35;0;0;0;20.0
Aurélio Buta;24;DEFENSA;Portugal;27;Eintracht Frankfurt;DERECHA;180;1;25;3;20;0;0;0;8.0
Junior Dina Ebimbe;25;CENTROCAMPISTA;Francia;24;Eintracht Frankfurt;DERECHA;183;3;25;2;25;0;0;0;15.0
Niels Nkounkou;21;DEFENSA;Francia;24;Eintracht Frankfurt;IZQUIERDA;178;0;15;2;15;0;0;0;5.0
Koen Casteels;1;PORTERO;Bélgica;32;VfL Wolfsburg;DERECHA;197;0;30;0;0;8;90;40;8.0
Maxence Lacroix;4;DEFENSA;Francia;24;VfL Wolfsburg;DERECHA;190;0;30;1;5;0;0;0;20.0
Lovro Majer;10;CENTROCAMPISTA;Croacia;26;VfL Wolfsburg;IZQUIERDA;178;5;30;7;40;0;0;0;25.0
Jonas Wind;23;DELANTERO;Dinamarca;25;VfL Wolfsburg;DERECHA;190;11;35;6;15;0;0;0;20.0
Sebastiaan Bornauw;3;DEFENSA;Bélgica;25;VfL Wolfsburg;DERECHA;191;1;25;0;3;0;0;0;10.0
Pavao Pervan;12;PORTERO;Austria;36;VfL Wolfsburg;DERECHA;187;0;5;0;0;1;10;5;0.5
Moritz Jenz;2;DEFENSA;Alemania;25;VfL Wolfsburg;IZQUIERDA;190;0;20;0;3;0;0;0;5.0
Maximilian Arnold;27;CENTROCAMPISTA;Alemania;30;VfL Wolfsburg;IZQUIERDA;184;1;35;3;10;0;0;0;12.0
Tiago Tomás;11;DELANTERO;Portugal;22;VfL Wolfsburg;DERECHA;173;3;25;2;20;0;0;0;10.0
Lukas Nmecha;23;DELANTERO;Alemania;26;VfL Wolfsburg;DERECHA;185;1;10;0;3;0;0;0;10.0
Mattias Svanberg;32;CENTROCAMPISTA;Suecia;25;VfL Wolfsburg;DERECHA;185;3;30;2;15;0;0;0;15.0
Cédric Zesiger;5;DEFENSA;Suiza;26;VfL Wolfsburg;IZQUIERDA;194;1;25;0;3;0;0;0;10.0
Yannick Gerhardt;31;CENTROCAMPISTA;Alemania;30;VfL Wolfsburg;IZQUIERDA;184;1;25;2;10;0;0;0;8.0
Václav Černý;17;DELANTERO;República Checa;27;VfL Wolfsburg;DERECHA;175;3;25;3;30;0;0;0;10.0
Ridle Baku;20;DEFENSA;Alemania;26;VfL Wolfsburg;DERECHA;180;1;30;4;25;0;0;0;15.0
Patrick Wimmer;39;DELANTERO;Austria;23;VfL Wolfsburg;IZQUIERDA;180;2;20;3;25;0;0;0;15.0
Felix Nmecha;28;CENTROCAMPISTA;Alemania;24;VfL Wolfsburg;DERECHA;185;1;10;1;5;0;0;0;10.0
Joakim Mæhle;21;DEFENSA;Dinamarca;27;VfL Wolfsburg;DERECHA;185;1;30;3;20;0;0;0;15.0
Kamil Grabara;24;PORTERO;Polonia;25;VfL Wolfsburg;DERECHA;190;0;5;0;0;1;10;5;5.0
Amin Sarr;9;DELANTERO;Suecia;23;VfL Wolfsburg;DERECHA;185;1;10;0;3;0;0;0;8.0
Frederik Rønnow;1;PORTERO;Dinamarca;32;Union Berlin;DERECHA;190;0;30;0;0;10;90;40;4.0
Robin Knoche;31;DEFENSA;Alemania;32;Union Berlin;DERECHA;190;2;35;0;5;0;0;0;5.0
Rani Khedira;8;CENTROCAMPISTA;Alemania;30;Union Berlin;DERECHA;188;0;30;1;5;0;0;0;10.0
Kevin Volland;10;DELANTERO;Alemania;32;Union Berlin;IZQUIERDA;179;5;30;4;15;0;0;0;5.0
Diogo Leite;4;DEFENSA;Portugal;25;Union Berlin;IZQUIERDA;188;0;30;1;5;0;0;0;15.0
Jakob Busk;37;PORTERO;Dinamarca;31;Union Berlin;DERECHA;188;0;5;0;0;1;10;5;0.5
Danilho Doekhi;3;DEFENSA;Países Bajos;26;Union Berlin;DERECHA;190;2;25;0;3;0;0;0;10.0
Lucas Tousart;29;CENTROCAMPISTA;Francia;27;Union Berlin;DERECHA;185;1;25;1;10;0;0;0;10.0
Sheraldo Becker;27;DELANTERO;Surinam;29;Union Berlin;DERECHA;180;3;20;2;20;0;0;0;8.0
David Fofana;28;DELANTERO;Costa de Marfil;22;Union Berlin;DERECHA;181;2;15;0;5;0;0;0;10.0
Aissa Laïdouni;6;CENTROCAMPISTA;Túnez;28;Union Berlin;DERECHA;180;1;25;2;10;0;0;0;4.0
Leonardo Bonucci;23;DEFENSA;Italia;37;Union Berlin;DERECHA;190;0;10;0;1;0;0;0;2.0
Janik Haberer;19;CENTROCAMPISTA;Alemania;30;Union Berlin;DERECHA;186;2;25;3;15;0;0;0;5.0
Benedict Hollerbach;11;DELANTERO;Alemania;23;Union Berlin;DERECHA;179;4;20;1;10;0;0;0;8.0
Josip Juranović;18;DEFENSA;Croacia;29;Union Berlin;DERECHA;175;0;25;4;20;0;0;0;8.0
Mikkel Kaufmann;14;DELANTERO;Dinamarca;23;Union Berlin;DERECHA;190;1;15;0;3;0;0;0;3.0
András Schäfer;13;CENTROCAMPISTA;Hungría;25;Union Berlin;DERECHA;180;1;20;1;10;0;0;0;5.0
Christopher Trimmel;28;DEFENSA;Austria;37;Union Berlin;DERECHA;181;0;15;2;5;0;0;0;1.0
Jamie Leweling;17;DELANTERO;Alemania;23;Union Berlin;DERECHA;181;1;10;0;5;0;0;0;4.0
Aljoscha Kemlein;33;CENTROCAMPISTA;Alemania;22;Union Berlin;DERECHA;186;0;5;0;1;0;0;0;1.0
Noah Atubolu;1;PORTERO;Alemania;22;SC Freiburg;DERECHA;190;0;30;0;0;8;90;45;6.0
Matthias Ginter;28;DEFENSA;Alemania;30;SC Freiburg;DERECHA;191;1;35;1;5;0;0;0;12.0
Maximilian Eggestein;8;CENTROCAMPISTA;Alemania;28;SC Freiburg;DERECHA;184;2;38;4;20;0;0;0;10.0
Vincenzo Grifo;32;DELANTERO;Italia;31;SC Freiburg;IZQUIERDA;180;8;35;9;40;0;0;0;10.0
Lukas Kübler;17;DEFENSA;Alemania;32;SC Freiburg;DERECHA;187;1;30;2;5;0;0;0;3.0
Florian Müller;21;PORTERO;Alemania;27;SC Freiburg;DERECHA;190;0;8;0;0;2;20;10;2.0
Philipp Lienhart;3;DEFENSA;Austria;28;SC Freiburg;DERECHA;189;0;25;0;3;0;0;0;10.0
Nicolas Höfler;27;CENTROCAMPISTA;Alemania;34;SC Freiburg;DERECHA;185;1;30;1;5;0;0;0;2.0
Michael Gregoritsch;38;DELANTERO;Austria;30;SC Freiburg;IZQUIERDA;193;7;30;4;10;0;0;0;8.0
Lucas Höler;9;DELANTERO;Alemania;30;SC Freiburg;DERECHA;188;7;35;2;5;0;0;0;6.0
Ritsu Dōan;42;CENTROCAMPISTA;Japón;26;SC Freiburg;IZQUIERDA;172;4;35;5;40;0;0;0;18.0
Manuel Gulde;5;DEFENSA;Alemania;33;SC Freiburg;DERECHA;187;0;15;0;2;0;0;0;1.0
Roland Sallai;22;CENTROCAMPISTA;Hungría;27;SC Freiburg;DERECHA;182;3;25;4;25;0;0;0;12.0
Noah Weißhaupt;37;DELANTERO;Alemania;23;SC Freiburg;IZQUIERDA;180;1;20;2;20;0;0;0;5.0
Haidara;24;DEFENSA;Mali;26;SC Freiburg;DERECHA;188;0;10;0;2;0;0;0;5.0
Junior Adamu;29;DELANTERO;Austria;23;SC Freiburg;DERECHA;183;1;15;0;5;0;0;0;8.0
Yannik Keitel;23;CENTROCAMPISTA;Alemania;24;SC Freiburg;DERECHA;184;0;15;1;5;0;0;0;5.0
Kiliann Sildillia;25;DEFENSA;Francia;22;SC Freiburg;DERECHA;186;0;30;3;15;0;0;0;10.0
Maximilian Philipp;11;DELANTERO;Alemania;30;SC Freiburg;DERECHA;178;1;10;0;3;0;0;0;2.0
Daniel-Kofi Kyereh;26;CENTROCAMPISTA;Ghana;28;SC Freiburg;DERECHA;178;0;5;0;1;0;0;0;1.0
Alexander Nübel;33;PORTERO;Alemania;28;VfB Stuttgart;DERECHA;193;0;38;0;0;12;110;45;12.0
Waldemar Anton;2;DEFENSA;Alemania;28;VfB Stuttgart;DERECHA;189;1;38;2;5;0;0;0;20.0
Atakan Karazor;16;CENTROCAMPISTA;Turquía;28;VfB Stuttgart;DERECHA;188;0;35;1;10;0;0;0;15.0
Serhou Guirassy;9;DELANTERO;Guinea;28;VfB Stuttgart;DERECHA;187;28;28;3;15;0;0;0;40.0
Dan-Axel Zagadou;2;DEFENSA;Francia;25;VfB Stuttgart;IZQUIERDA;196;0;20;0;3;0;0;0;10.0
Fabian Bredlow;1;PORTERO;Alemania;29;VfB Stuttgart;DERECHA;190;0;5;0;0;1;15;5;2.0
Hiroki Itō;21;DEFENSA;Japón;25;VfB Stuttgart;IZQUIERDA;186;0;30;2;10;0;0;0;25.0
Chris Führich;8;CENTROCAMPISTA;Alemania;26;VfB Stuttgart;DERECHA;178;8;38;7;50;0;0;0;28.0
Deniz Undav;26;DELANTERO;Alemania;28;VfB Stuttgart;DERECHA;179;18;30;8;25;0;0;0;25.0
Silas Katompa Mvumpa;11;DELANTERO;RD Congo;26;VfB Stuttgart;DERECHA;189;5;30;4;45;0;0;0;12.0
Angelo Stiller;6;CENTROCAMPISTA;Alemania;23;VfB Stuttgart;IZQUIERDA;183;1;35;4;20;0;0;0;20.0
Pascal Stenzel;15;DEFENSA;Alemania;28;VfB Stuttgart;DERECHA;183;0;25;3;10;0;0;0;4.0
Enzo Millot;8;CENTROCAMPISTA;Francia;22;VfB Stuttgart;DERECHA;175;5;30;5;35;0;0;0;20.0
Jamie Leweling;18;DELANTERO;Alemania;23;VfB Stuttgart;DERECHA;181;4;30;2;25;0;0;0;10.0
Josha Vagnoman;4;DEFENSA;Alemania;24;VfB Stuttgart;DERECHA;186;1;25;3;20;0;0;0;15.0
Woo-yeong Jeong;10;DELANTERO;Corea del Sur;25;VfB Stuttgart;DERECHA;179;0;20;1;10;0;0;0;5.0
Lilian Egloff;28;CENTROCAMPISTA;Alemania;22;VfB Stuttgart;DERECHA;178;0;10;0;3;0;0;0;1.0
Anthony Rouault;24;DEFENSA;Francia;23;VfB Stuttgart;DERECHA;187;0;25;0;3;0;0;0;8.0
Genki Haraguchi;17;CENTROCAMPISTA;Japón;33;VfB Stuttgart;DERECHA;177;0;10;0;3;0;0;0;0.8
Roberto Massimo;7;DELANTERO;Alemania;24;VfB Stuttgart;DERECHA;178;0;5;0;2;0;0;0;1.0
Oliver Baumann;1;PORTERO;Alemania;34;TSG Hoffenheim;DERECHA;187;0;38;0;0;10;110;55;4.0
Ozan Kabak;4;DEFENSA;Turquía;24;TSG Hoffenheim;DERECHA;186;3;35;0;5;0;0;0;15.0
Grischa Prömel;8;CENTROCAMPISTA;Alemania;29;TSG Hoffenheim;DERECHA;187;4;30;3;15;0;0;0;10.0
Andre Kramarić;27;DELANTERO;Croacia;33;TSG Hoffenheim;DERECHA;177;12;35;5;30;0;0;0;8.0
Kevin Akpoguma;25;DEFENSA;Nigeria;29;TSG Hoffenheim;DERECHA;190;0;25;1;5;0;0;0;5.0
Luca Philipp;12;PORTERO;Alemania;24;TSG Hoffenheim;DERECHA;188;0;5;0;0;1;10;5;0.5
John Brooks;15;DEFENSA;EE. UU.;31;TSG Hoffenheim;IZQUIERDA;193;1;20;0;2;0;0;0;3.0
Anton Stach;16;CENTROCAMPISTA;Alemania;26;TSG Hoffenheim;DERECHA;194;2;35;4;20;0;0;0;15.0
Wout Weghorst;10;DELANTERO;Países Bajos;32;TSG Hoffenheim;DERECHA;197;7;30;3;10;0;0;0;8.0
Ihlas Bebou;9;DELANTERO;Togo;30;TSG Hoffenheim;DERECHA;185;5;25;2;20;0;0;0;6.0
Dennis Geiger;11;CENTROCAMPISTA;Alemania;26;TSG Hoffenheim;DERECHA;180;0;15;1;5;0;0;0;5.0
Pavel Kadeřábek;3;DEFENSA;República Checa;32;TSG Hoffenheim;DERECHA;182;0;30;4;20;0;0;0;5.0
Robert Skov;29;CENTROCAMPISTA;Dinamarca;28;TSG Hoffenheim;IZQUIERDA;185;2;25;3;20;0;0;0;8.0
Marius Bülter;21;DELANTERO;Alemania;31;TSG Hoffenheim;IZQUIERDA;188;3;30;2;15;0;0;0;4.0
Attila Szalai;41;DEFENSA;Hungría;26;TSG Hoffenheim;IZQUIERDA;192;0;15;0;3;0;0;0;8.0
Maximilian Beier;14;DELANTERO;Alemania;22;TSG Hoffenheim;DERECHA;185;10;35;5;40;0;0;0;30.0
Florian Grillitsch;32;CENTROCAMPISTA;Austria;29;TSG Hoffenheim;DERECHA;187;0;20;1;5;0;0;0;8.0
Stanley Nsoki;23;DEFENSA;Francia;25;TSG Hoffenheim;IZQUIERDA;186;0;15;0;3;0;0;0;6.0
Bambasé Conté;38;CENTROCAMPISTA;Alemania;21;TSG Hoffenheim;DERECHA;183;0;10;0;5;0;0;0;3.0
Marco John;34;DEFENSA;Alemania;22;TSG Hoffenheim;IZQUIERDA;178;0;5;0;2;0;0;0;1.0
Robin Zentner;27;PORTERO;Alemania;30;FSV Mainz 05;DERECHA;194;0;35;0;0;9;105;50;5.0
Stefan Bell;4;DEFENSA;Alemania;33;FSV Mainz 05;DERECHA;192;1;30;0;5;0;0;0;3.0
Dominik Kohr;34;CENTROCAMPISTA;Alemania;30;FSV Mainz 05;DERECHA;186;0;30;1;5;0;0;0;4.0
Karim Onisiwo;9;DELANTERO;Austria;32;FSV Mainz 05;DERECHA;188;5;30;3;20;0;0;0;4.0
Edimilson Fernandes;3;DEFENSA;Suiza;28;FSV Mainz 05;DERECHA;190;0;25;1;5;0;0;0;5.0
Daniel Batz;33;PORTERO;Alemania;33;FSV Mainz 05;DERECHA;186;0;5;0;0;1;15;5;0.5
Andreas Hanche-Olsen;25;DEFENSA;Noruega;27;FSV Mainz 05;DERECHA;185;0;25;0;3;0;0;0;8.0
Leandro Barreiro;8;CENTROCAMPISTA;Luxemburgo;24;FSV Mainz 05;DERECHA;178;2;35;3;20;0;0;0;14.0
Ludovic Ajorque;17;DELANTERO;Francia;30;FSV Mainz 05;DERECHA;197;5;25;1;5;0;0;0;6.0
Jonathan Burkardt;29;DELANTERO;Alemania;24;FSV Mainz 05;DERECHA;181;3;20;2;15;0;0;0;8.0
Anton Stach;6;CENTROCAMPISTA;Alemania;26;FSV Mainz 05;DERECHA;194;2;30;3;15;0;0;0;12.0
Silvan Widmer;30;DEFENSA;Suiza;31;FSV Mainz 05;DERECHA;189;1;30;4;20;0;0;0;4.0
Lee Jae-sung;7;CENTROCAMPISTA;Corea del Sur;32;FSV Mainz 05;DERECHA;180;3;30;5;25;0;0;0;4.0
Brajan Gruda;43;DELANTERO;Alemania;20;FSV Mainz 05;DERECHA;180;1;15;1;10;0;0;0;10.0
Danny da Costa;18;DEFENSA;Alemania;31;FSV Mainz 05;DERECHA;186;0;20;2;10;0;0;0;2.0
Marcus Ingvartsen;11;DELANTERO;Dinamarca;28;FSV Mainz 05;DERECHA;180;2;15;1;5;0;0;0;4.0
Tom Krauß;28;CENTROCAMPISTA;Alemania;23;FSV Mainz 05;DERECHA;180;0;20;1;5;0;0;0;5.0
Moussa Niakhaté;19;DEFENSA;Senegal;28;FSV Mainz 05;IZQUIERDA;190;1;10;0;2;0;0;0;10.0
Nelson Weiper;41;DELANTERO;Alemania;19;FSV Mainz 05;DERECHA;190;0;5;0;1;0;0;0;2.0
Aymane Barkok;14;CENTROCAMPISTA;Marruecos;26;FSV Mainz 05;DERECHA;188;0;10;0;3;0;0;0;1.5
Finn Dahmen;1;PORTERO;Alemania;26;FC Augsburg;DERECHA;188;0;35;0;0;8;100;55;5.0
Jeffrey Gouweleeuw;6;DEFENSA;Países Bajos;33;FC Augsburg;DERECHA;185;0;30;0;5;0;0;0;3.0
Elvis Rexhbeçaj;8;CENTROCAMPISTA;Kosovo;27;FC Augsburg;DERECHA;176;2;35;3;15;0;0;0;6.0
Ermedin Demirović;9;DELANTERO;Bosnia;26;FC Augsburg;DERECHA;185;15;38;9;25;0;0;0;20.0
Felix Uduokhai;19;DEFENSA;Alemania;27;FC Augsburg;IZQUIERDA;187;0;30;0;5;0;0;0;6.0
Tomáš Koubek;40;PORTERO;República Checa;32;FC Augsburg;DERECHA;196;0;5;0;0;1;15;5;1.0
Maximilian Bauer;23;DEFENSA;Alemania;24;FC Augsburg;DERECHA;186;1;25;0;3;0;0;0;4.0
Arne Maier;10;CENTROCAMPISTA;Alemania;25;FC Augsburg;DERECHA;183;1;20;2;15;0;0;0;5.0
Sven Michel;11;DELANTERO;Alemania;34;FC Augsburg;DERECHA;180;2;15;1;5;0;0;0;1.0
Phillip Tietz;20;DELANTERO;Alemania;27;FC Augsburg;DERECHA;190;7;35;3;10;0;0;0;5.0
Fredrik Jensen;24;CENTROCAMPISTA;Finlandia;27;FC Augsburg;DERECHA;182;1;25;2;15;0;0;0;3.0
Robert Gumny;2;DEFENSA;Polonia;26;FC Augsburg;DERECHA;180;0;25;3;15;0;0;0;4.0
Niklas Dorsch;17;CENTROCAMPISTA;Alemania;26;FC Augsburg;DERECHA;178;0;20;1;5;0;0;0;4.0
Dion Beljo;21;DELANTERO;Croacia;22;FC Augsburg;DERECHA;195;2;15;1;5;0;0;0;5.0
Mads Pedersen;3;DEFENSA;Dinamarca;28;FC Augsburg;IZQUIERDA;178;0;30;4;20;0;0;0;4.0
Ruben Vargas;16;DELANTERO;Suiza;26;FC Augsburg;IZQUIERDA;174;3;30;4;30;0;0;0;6.0
Tim Breithaupt;30;CENTROCAMPISTA;Alemania;22;FC Augsburg;DERECHA;189;0;15;0;3;0;0;0;2.0
Kevin Mbabu;29;DEFENSA;Suiza;29;FC Augsburg;DERECHA;184;0;10;1;5;0;0;0;4.0
Arne Engels;14;CENTROCAMPISTA;Bélgica;21;FC Augsburg;DERECHA;185;0;25;3;15;0;0;0;6.0
Masaya Okugawa;15;DELANTERO;Japón;28;FC Augsburg;DERECHA;175;1;10;0;5;0;0;0;2.0
Jiří Pavlenka;1;PORTERO;República Checa;32;Werder Bremen;DERECHA;196;0;30;0;0;8;90;45;3.0
Milos Veljkovic;13;DEFENSA;Serbia;29;Werder Bremen;DERECHA;188;0;30;1;5;0;0;0;6.0
Leonardo Bittencourt;10;CENTROCAMPISTA;Alemania;31;Werder Bremen;DERECHA;170;3;30;4;30;0;0;0;4.0
Marvin Ducksch;7;DELANTERO;Alemania;30;Werder Bremen;DERECHA;188;12;35;9;20;0;0;0;15.0
Marco Friedl;32;DEFENSA;Austria;26;Werder Bremen;IZQUIERDA;187;1;30;0;5;0;0;0;8.0
Michael Zetterer;30;PORTERO;Alemania;29;Werder Bremen;DERECHA;187;0;8;0;0;2;20;10;2.0
Amos Pieper;5;DEFENSA;Alemania;26;Werder Bremen;DERECHA;191;0;25;0;3;0;0;0;5.0
Jens Stage;6;CENTROCAMPISTA;Dinamarca;27;Werder Bremen;DERECHA;180;3;35;3;15;0;0;0;8.0
Nick Woltemade;19;DELANTERO;Alemania;22;Werder Bremen;DERECHA;192;2;20;1;5;0;0;0;3.0
Justin Njinmah;17;DELANTERO;Alemania;24;Werder Bremen;DERECHA;179;4;25;2;20;0;0;0;4.0
Romano Schmid;20;CENTROCAMPISTA;Austria;24;Werder Bremen;DERECHA;170;1;30;5;30;0;0;0;8.0
Niklas Stark;4;DEFENSA;Alemania;29;Werder Bremen;DERECHA;190;1;35;0;5;0;0;0;5.0
Mitchell Weiser;8;CENTROCAMPISTA;Alemania;30;Werder Bremen;DERECHA;177;2;30;6;35;0;0;0;5.0
Dawid Kownacki;9;DELANTERO;Polonia;27;Werder Bremen;DERECHA;185;1;15;0;3;0;0;0;2.0
Anthony Jung;27;DEFENSA;Alemania;33;Werder Bremen;IZQUIERDA;180;0;25;2;10;0;0;0;1.5
Rafael Borré;18;DELANTERO;Colombia;29;Werder Bremen;DERECHA;175;3;20;1;10;0;0;0;4.0
Senne Lynen;14;CENTROCAMPISTA;Bélgica;25;Werder Bremen;DERECHA;183;0;25;1;5;0;0;0;4.0
Felix Agu;23;DEFENSA;Alemania;25;Werder Bremen;DERECHA;178;0;15;1;5;0;0;0;2.0
Christian Groß;35;CENTROCAMPISTA;Alemania;35;Werder Bremen;DERECHA;185;0;10;0;2;0;0;0;0.5
Olivier Deman;22;DEFENSA;Bélgica;24;Werder Bremen;IZQUIERDA;177;0;10;1;5;0;0;0;1.5
Marvin Schwäbe;20;PORTERO;Alemania;29;FC Koln;DERECHA;186;0;35;0;0;9;105;50;5.0
Jeff Chabot;24;DEFENSA;Alemania;26;FC Koln;IZQUIERDA;195;1;30;0;3;0;0;0;5.0
Florian Kainz;11;CENTROCAMPISTA;Austria;32;FC Koln;DERECHA;176;5;35;7;35;0;0;0;4.0
Davie Selke;27;DELANTERO;Alemania;29;FC Koln;DERECHA;192;6;30;3;10;0;0;0;3.0
Timo Hübers;4;DEFENSA;Alemania;28;FC Koln;DERECHA;188;0;30;0;5;0;0;0;4.0
Philipp Pentke;20;PORTERO;Alemania;39;FC Koln;DERECHA;186;0;5;0;0;1;15;5;0.5
Luca Kilian;5;DEFENSA;Alemania;25;FC Koln;DERECHA;192;0;20;0;3;0;0;0;2.0
Dejan Ljubičić;7;CENTROCAMPISTA;Austria;27;FC Koln;DERECHA;178;2;30;3;20;0;0;0;5.0
Sargis Adamyan;23;DELANTERO;Armenia;31;FC Koln;DERECHA;180;1;15;1;5;0;0;0;1.0
Steffen Tigges;21;DELANTERO;Alemania;26;FC Koln;DERECHA;193;3;25;1;5;0;0;0;2.0
Eric Martel;6;CENTROCAMPISTA;Alemania;22;FC Koln;DERECHA;187;0;30;1;5;0;0;0;4.0
Benno Schmitz;2;DEFENSA;Alemania;30;FC Koln;DERECHA;185;0;25;3;10;0;0;0;2.0
Denis Huseinbašić;8;CENTROCAMPISTA;Alemania;23;FC Koln;DERECHA;178;1;20;2;15;0;0;0;3.0
Mark Uth;13;DELANTERO;Alemania;33;FC Koln;IZQUIERDA;185;1;10;1;3;0;0;0;1.0
Julian Chabot;24;DEFENSA;Alemania;26;FC Koln;IZQUIERDA;195;1;30;0;3;0;0;0;5.0
Rasmus Carstensen;37;DEFENSA;Dinamarca;24;FC Koln;DERECHA;183;0;20;2;10;0;0;0;3.0
Linton Maina;25;DELANTERO;Alemania;25;FC Koln;DERECHA;173;1;25;3;25;0;0;0;3.0
Mathias Olesen;18;CENTROCAMPISTA;Luxemburgo;23;FC Koln;DERECHA;180;0;15;1;5;0;0;0;1.0
Max Finkgräfe;35;DEFENSA;Alemania;20;FC Koln;IZQUIERDA;184;0;10;1;5;0;0;0;1.0
Leart Paqarada;17;DEFENSA;Kosovo;30;FC Koln;IZQUIERDA;177;0;15;2;10;0;0;0;1.5
Nikola Vasilj;1;PORTERO;Bosnia;29;FC St. Pauli;DERECHA;190;0;34;0;0;16;110;30;1.5
Eric Smith;4;DEFENSA;Suecia;27;FC St. Pauli;DERECHA;191;1;30;2;5;0;0;0;2.5
Jackson Irvine;8;CENTROCAMPISTA;Australia;31;FC St. Pauli;IZQUIERDA;189;5;34;4;15;0;0;0;1.5
Elias Saad;17;DELANTERO;Túnez;25;FC St. Pauli;DERECHA;184;7;30;5;35;0;0;0;1.5
Hauke Wahl;3;DEFENSA;Alemania;30;FC St. Pauli;DERECHA;191;0;32;0;3;0;0;0;1.0
Sascha Burchert;22;PORTERO;Alemania;35;FC St. Pauli;DERECHA;185;0;5;0;0;1;15;5;0.3
Karol Mets;33;DEFENSA;Estonia;31;FC St. Pauli;IZQUIERDA;192;1;25;0;3;0;0;0;1.0
Marcel Hartel;10;CENTROCAMPISTA;Alemania;28;FC St. Pauli;DERECHA;177;12;34;9;40;0;0;0;2.0
Johannes Eggestein;9;DELANTERO;Alemania;26;FC St. Pauli;DERECHA;183;7;30;3;10;0;0;0;1.5
Connor Metcalfe;11;CENTROCAMPISTA;Australia;25;FC St. Pauli;DERECHA;180;2;30;4;20;0;0;0;1.0
David Otto;15;DELANTERO;Alemania;25;FC St. Pauli;DERECHA;190;2;20;1;5;0;0;0;0.8
Manolis Saliakas;2;DEFENSA;Grecia;28;FC St. Pauli;DERECHA;177;0;30;4;20;0;0;0;1.0
Afeez Aremu;19;CENTROCAMPISTA;Nigeria;25;FC St. Pauli;DERECHA;185;0;20;1;5;0;0;0;1.0
Andreas Albers;26;DELANTERO;Dinamarca;34;FC St. Pauli;DERECHA;187;3;15;0;3;0;0;0;0.5
Lukas Bornschein;16;DEFENSA;Alemania;21;FC St. Pauli;DERECHA;180;0;5;0;1;0;0;0;0.3
Maurides;28;DELANTERO;Brasil;30;FC St. Pauli;DERECHA;187;1;10;0;3;0;0;0;0.5
Philipp Treu;21;DEFENSA;Alemania;23;FC St. Pauli;DERECHA;178;0;20;2;10;0;0;0;0.8
Scott Banks;7;CENTROCAMPISTA;Escocia;23;FC St. Pauli;DERECHA;175;0;10;1;5;0;0;0;0.5
Ertal Kuzu;27;DELANTERO;Alemania;20;FC St. Pauli;DERECHA;180;0;5;0;2;0;0;0;0.3
Adam Dźwigała;13;DEFENSA;Polonia;29;FC St. Pauli;DERECHA;187;0;15;0;2;0;0;0;0.5
Kevin Müller;1;PORTERO;Alemania;33;1. FC Heidenheim;DERECHA;190;0;38;0;0;10;110;55;2.0
Patrick Mainka;6;DEFENSA;Alemania;30;1. FC Heidenheim;DERECHA;188;2;38;0;5;0;0;0;4.0
Jan Schöppner;37;CENTROCAMPISTA;Alemania;25;1. FC Heidenheim;DERECHA;187;2;35;3;10;0;0;0;2.0
Tim Kleindienst;10;DELANTERO;Alemania;29;1. FC Heidenheim;DERECHA;194;12;38;4;10;0;0;0;5.0
Benedikt Gimber;30;DEFENSA;Alemania;33;1. FC Heidenheim;IZQUIERDA;189;1;35;0;3;0;0;0;2.0
Vitus Eicher;22;PORTERO;Alemania;34;1. FC Heidenheim;DERECHA;188;0;5;0;0;1;15;5;0.3
Jonas Föhrenbach;19;DEFENSA;Alemania;28;1. FC Heidenheim;IZQUIERDA;180;0;30;3;15;0;0;0;2.0
Marvin Rittmüller;23;DEFENSA;Alemania;28;1. FC Heidenheim;DERECHA;180;1;25;2;10;0;0;0;1.0
Eren Dinkçi;18;DELANTERO;Turquía;22;1. FC Heidenheim;DERECHA;188;8;30;3;35;0;0;0;6.0
Marvin Pieringer;11;DELANTERO;Alemania;25;1. FC Heidenheim;DERECHA;190;3;20;1;5;0;0;0;2.0
Adrian Beck;8;CENTROCAMPISTA;Alemania;27;1. FC Heidenheim;DERECHA;183;1;25;2;10;0;0;0;1.0
